PATNA: Suspected communist rebels shot and wounded three police officers and stole 15 rifles and ammunition in an attack on a security post in eastern India''s Bihar state on Wednesday, officers said.Local police chief Ravindra Sankaran blamed the People''s War Group for the attack in a village, 125 kilometers (80 miles) northeast of the state capital, Patna.The rebels, also active in five neighbouring states, draw inspiration from Chinese revolutionary Mao Zedong and demand sweeping land reforms. More than 6,000 people have been killed since they began fighting two decades ago.Wednesday''s attack came a day before police in Bihar and neighbouring Jharkhand and Uttar Pradesh states said they would launch a joint operation against the rebels.On Wednesday, suspected guerrillas also tried to ambush the car of Gaya''s top district administrator. The attackers fled after his police escort opened fire. One officer was wounded, Sankaran said.	1
"LUCKNOW: Union labour minister Sahib Singh Verma on Thursday said that the Centre would bring a bill in Parliament for giving social security to the workers of the unorganised sector. Out of 40 crore work force, only 3 crore were being covered under the social security schemes, said the minister.Speaking at a function on child labours at Ravindralaya, the labour minister said that during the 15-day drive from July 1, the department had identified 67,000 child labours and sent 40,000 of them to schools.He said by 2007, there would not be any child labour in the country.But for complete rehabilitation of child labours, he said, there was need to create an international funding which could be utilised for imparting skill in these children. He said that under the social security schemes, the labours would be given assistance of up to Rs 200 per month in lieu of small contributions. The social security funds, he said, could also be used for providing medical treatment to them. Today, the scheme to identify child labours were being carried in 150 districts in the country but this would be extended to 32 districts.Out of 1 crore child labour in the country, 63,000 had been identified in Uttar Pradesh said, he said. For the implementation of social security schemes, NGO's cooperation could be taken, said the minister, saying that he was aware that many NGOs were not sincere in their work. Some NGOs, he said, were only making profit.Praising the Uttar Pradesh government for ""Jan Shree Beema Yojna"", the labour minister said that this scheme would change the face of children and they would become self-dependent. The minister said that under this, the labour would be asked to contribute Rs 100 in a year and in return would get Rs 100 every month for their two children for a year. This facility, he said, would not be extended to the third child. The minister said that hospitals were being identified where labourers could be given treatment under another scheme launched by the government for them."	0
HUBLI: The announced and unannounced power cuts, frequent technical snags and the ever-busy complaint numbers of the Hubli Electricity Supply Company (Hescom) has left the citizens of the twin cities at the end of their tether. The worst affected are the residents of Deshpandenagar, Visvesvaranagar, Madhura Estate, Ashok Nagar and adjoining areas where there was no power for over 12 hours on Sunday.This was over and above the two hours of loadshedding effected every alternate day. Under these conditions, inverters stop functioning as these cannot be re-charged; fuel of generators gets exhausted and water supply is hit. The residents complained that power cuts are more frequent in the evening or during office hours in the morning. This causes irritation and sleepless nights. People say that repeated efforts to call up the complaint numbers prove futile, as the lines are eternally busy or out of service. Womenfolk of the area have a lot more to complain about. Narrating her tale of woe, Damayanthi, a resident of Dhobighat, said, The power cut which began at 10 am on Sunday due to some technical snag as announced by Hescom was not corrected till late in the evening. This has now become routine here. All eatables, including milk, dairy products, vegetables and fruits, in the refrigerator spoil fast. If I have guests during such times, I feel like running away from home, said a resident. Irked over the apathy of Hescom officials, Vinayak Rathod, another resident of the area, said, It seems the department personnel do not want to listen to complaints. He said that instead of imposing power cuts on residents who pay the electricity bill on time, illegal connections should be checked. The residents should be informed of the cuts at least 48 hours in advance and in case there are some technical snags, methods should be devised so that these are quickly rectified, he said. Similarly, B.N. Patil, a member of the Citizens' Forums said that sleepless nights due to frequent, long and announced power cuts made the life of the residents miserable. He said that under these circumstances when the Hescom could not ensure regular power supply it introduced power cuts. He said that he had sent a representation to the chief engineer of the company in this regard. Meanwhile, various associations in the twin cities have condemned the decision of the state government to impose power cut everyday in places other than Bangalore. Shanu Bhimsen of Hubli-Dharwad Small scale Industries Association said it would have the worst effect on the industry.	0
"GUWAHATI: But for an employee of the Kamakhya temple authorities, one-and-half-year-old Taramai would have been the first human sacrifice in modern days at the Kamakhya temple that has a history of human sacrifices.The little girl was rescued by the devotees and the trust authorities just in time. She was rushed to the hospital as the sharp barber''s razor used by Satya Das, who claims to be her father, left a deep cut on her neck.The 45-year-old Satya Das alias Amritlal Mazumdar claimed before the police that Taramai was his daughter.However, city superintendent of police Hiren Nath said: ""We suspect that the girl is not his daughter. We are verifying this.""Das has been arrested and were interrogating him till the filing of this report. ""We are confused at the varying statements the man has been making,"" Jalukbari police said.Das has told the police that he hails from Jamunamukh in Nagaon district of Assam but has been living for two years at Adingipahar, near the Kamakhya temple. He said he led his life like a ""sadhu"" but could not tell how he came with his infant ""daughter"" without any other relatives.Das, pleading not guilty, told the police that he was ""playing with a trishul (trident), it accidentally slipped out of his hand and pierced the girl''s neck"". The police, however, have recovered only a barber''s knife."	0
KOCHI: A Division Bench of the Kerala High Court Friday upheld the state government''s June 17 order sanctioning 51 new foreign liquor retail shops. The bench, comprising Chief Justice J L Gupta and justice A K Basheer, held that the order made it clear that it was in view of the growing demand for new foreign liquor shops and to curtail the sale of seconds to satisfy the demand for genuine liquor, that Beverages Corporation requested government for sanctioning shops.The excise commissioner examined the request and observed that sudden decrease in supply of liquor had led to consumers to partake liquor from illicit sources.It was after through examination of the matter that the government decided to sanction 51 additional outlets after securing Rs 35 lakh each as rental, the bench held, upholding the order.	0
"KOLKATA: Tanmay Dhandhania of St Xaviers Collegiate School has visited tribal areas in Ranchi and Jharkhand several times since he was a child. Said the teenager, aI feel tribals have not received their share of love and respect from their urban brethren in India.aDhandhania is not an exception. Like him, there were other youngsters at 'Yuvoday' a"" an annual inter-school competition organised by Youth for Seva, youth wing of city NGO Friends of Tribals Society held recently a"" shared the same feelings.In fact, most of the students from the 11 participating schools at Yuvoday agreed that the cause of tribals was being grossly neglected by the modern urban population.aI think the media has been inefficient in providing an insight about the various tribal groups. Most of us still relate to tribals as a group of people who paint their faces, get drunk and dance happily,a said Sanjita Mazumdar, a Class XI participant from Sri Shikshayatan.The endeavour of Youth for Seva (YFS) was aimed at breaking such myths among youngsters about tribals and creating an awareness about the importance of education in tribal areas. The inter-school event was inaugurated by actor Victor Banerjee at Rotary Sadan and also showcased an exhibition highlighting various activities and programmes of FTS and YFS through photographs and creative charts.Among the other participants were Don Bosco Park Circus, South Point High School, Apeejay, Lakshmipat Singhania Academy, Abhinav Bharati, Sree Jain Vidyalaya, La Marteniere for Boys and M.C. Kejriwal Vidyapeeth. The various events revolved around social issues, the inter-school debate topic being 'Education is the route to Emancipation' and poetry writing competition being 'Tribals - Nature's Offsprings'.aWe want students to get involved not only by making them think seriously on the issue but also by encouraging them to take up our 'each one teach one' scheme which sponsors annual education for a tribal child in Rs. 365,a said YFS co-convener Sreemoyee Tarafdar. She also said awareness level among students have improved in the last year and four schools including Sree Jain Vidyalaya, Apeejay and Haryana Vidya Mandir have YFS cells to co-ordinate their working through schools. aWe may have developed in terms of technology but we still have a lot to learn about simplicity and affection from them,a said Dhandhania, who participated at The One Act Play Competition, held during the event."	0
HYDERABAD: Iranian President Seyyed Mohammed Khatami visited the eSeva centre at Khairatabad on Tuesday. He was accompanied by Iran's foreign affairs minister Dr Kamal Kharrazi, defence minister Sham Khani and the president's information and communications technology (ICT) special envoy Dr N Jahangard.eSeva director Phani Kumar explained the eSeva concept and its evolution to the Iranian delegation.Khatami evinced keen interest in the preparedness of departments for integrated services cutting across departments. Phani Kumar explained the e-governance initiatives were introduced by the government for an easy interaction with citizens.The Iranian president congratulated the state government for effective use of ICT in citizen services. Khatami wrote in the visitor's book, aWith best wishes for the services of IT&C in India and development and spread of such e-governance initiatives to all corners of the country through the development of IT infrastructure,'' according to a press release.	0
HYDERABAD: The government's move to fix 28 years as upper age limit for the proposed Andhra Pradesh State Development Service (APSDS) is snowballing into a controversy with the unemployed young men saying that they would be deprived of an opportunity to get into the premier service. The unemployed men are worried over the government's plan to reduce the upper age limit for the general candidates for APSDS which is less than the all India services, an IAS aspirant K Dinakar Babu told The Times Of India.He wondered as to how the government could reduce the age which is 30 years for the IAS. Moreover, there was no regular recruitment for Group I and II and other services during the last few years. Hence the government could not fix 28 as the maximum age limit, instead it should give age relaxation for these years, said G Kishore Kumar, who is preparing for the civil services examination. Even the political leaders are not happy over making the knowledge in information technology a must. Congress Forum for Telangana president G Chinna Reddy said that the decision would indeed affect the prospects of students who hail from rural areas. The government should discuss the matter in detail in the assembly before finalising the recruitment procedure, he said. Andhra Pradesh Unemployed Youth Struggle Committee president R Krishnaiah said that the recruitment under the APSDS is aimed at diverting the students' mind. The government should first fill 680 Group I vacancies and 4,800 vacancies in Group II immediately, he said. There is no need to create a new cadre similar to IAS as the existing Group I and other related services and the civil services would be enough for the smooth functioning of the state administration.	1
"NEW DELHI: Vasundhara Vyas'' relief at being back home is palpable in her voice: ""It''s a big relief to be back."" Vasundhara, wife of acting High Commissioner to Pakistan Sudhir Vyas who was expelled, returned to India on Friday night with her 17-year-old son.It''s bad news on the Indo-Pak front, but the families of the Indian diplomatic personnel posted in Pakistan couldn''t be happier to be home again.""Living there was pure hell,"" says the wife of an Indian personnel also among those expelled. ""The children take the dog for a walk, they are followed. You go for a haircut, you''re followed.""Besides the constant shadowing, there was the isolation. Locals don''t socialise with them. In fact, the aggressive surveillance is partly to discourage locals from getting too friendly with the Indians. Cable TV with Indian programmes became a lifeline. And even though there was no immediate sense of physical danger, there was constant tension, says an offficial also among those recently expelled. ""You had to watch what you are doing, where you are going, what you are talking."" It was oppressive for the children too. The Pakistani children are told not to meet Indian children. For their 14-year-old Amit (name changed), anytime friendship threatened to spill into home, the ISI interfered and ensured it ended. ""If my Pakistani friends came over, their parents were harassed.""A posting in Pakistan, then, is not exactly a dream-come-true for Indian diplomats. ""There are people from Pakistan who want to come back here for second postings, but it''s a major task to get an Indian to go there,"" says the official.Things have changed for the worse in the last two decades, agrees former high commissioner G Parth-asarathy. During his second stint many of their friends were even too scared to meet them, he says. ""There was surveillance even earlier, but at least we had friends. Now the social curtsies are no longer there."""	0
PUNE: Water supply to areas under Cantonment Water Works (CWW) will be affected till April 18 due to the lowvoltage power following Tuesday''s fire at the MSEB''s St. Mary''s sub-station.According to a statement issued by the PMC''s water supply department, the areas that will receive low-pressure and less water supply are Pune Cantonment, Wanowrie, Kondhwa, Kondhwa-Khurd, Lullanagar, NIBM road, Fatimanagar, Pune-Solapur road, Udaybaug, Kavade road, Ghorpadi village, Mundhwa, Keshavnagar, Ramtekdi, SRPF group I and II, Hadapsar industrial estate and Shinde Vasti.The other areas that will also be affected are, Hadapsar, Magarpatta, Sasanenagar, Sayyednagar, Malwadi, All-India Radio, Pandhra Number Vasti, Sadesatranali, Satavwadi, Gondhalenagar, Queen''s Garden, Koregaon Park, Pune Station, Mangalwar Peth, parts of Pune-Mumbai road, Maldhakka, Sassoon road, Mula road, Sangamwadi,Yerwada,Vishrantwadi, Tingrenagar, Wadgaon-Sheri, Chandannagar, Dhole-Patil road, Tadiwala road and Vimannagar.	0
"SHILLONG: Prime Minister Atal Bihari Vajpayee''s offer of peace talks with Pakistan should not be misconstrued as a step taken with keeping an eye to the forthcoming elections, BJP national Vice-President Pyarelal Khandelwal said on Thursday. ""We want peace with neighbours. But we have stuck to our own line that cross border terrorism must end before such talks.There is no question of parliamentary election involved in Vajpayee''s offer of peace talks with Pakistan,"" Khandelwal told newsmen here.""Where are the parliamentary elections now? It is a year from now,"" shot back Khandelwal when asked whether preparations for the Lok Sabha polls were on.On militant camps in Bangladesh, he said the NDA government at the Centre held talks with Dhaka asking it to take steps to shut them down to end cross border terrorism.Even Bhutan and Myanmar were also urged in this regard, he said claiming that previous governments did precious little on this.Khandelwal along with party''s incharge of north-east V Satish are here for a day-long BJP workers'' meeting. Pillai said the BJP, which secured 10 per cent votes in the previous elections but failed to open its account in the state Assembly, was all set to improve its performance with ''growing support'' from various quarters.""Once the third front is formed, political realignments will become effective and many groups, now left suppressed in the ruling and opposition fronts, will turn to us,"" he said.Pillai said BJP''s ties with RSS and VHP were ""very cordial"" in the state and major issues were always discussed by them. ""Our propaganda may differ, but not the approach"".On distribution of tridents by the VHP, he said none had opposed it in Kerala, as the ""people see it as a religious activity. The criticism by some senior Congress leaders on the matter is only to appease the league""."	0
"WASHINGTON: Concerned over fresh revelations that Pakistan continued its covert support of North Korea''s nuclear weapons programme, a prominent US Congressman has said Washington must re-impose sanctions on Islamabad, which continues to have ties with Taliban and terrorists in Jammu and Kashmir.Revelations over the last couple of months show that Pakistan has been transferring equipments to support North Korea''s nuclear weapons programme in exchange for ballistic missiles, Democratic Congerssman Frank Pallone said.Pointing out that head of the US State Department''s Bureau of Nonproliferation John S Wolf was reviewing Pakistan''s role in supporting North Korea''s nuclear programme, Pallone said he hoped Wolf will come back with a recommendation that sanctions on Pakistan be re-imposed. ""Though Pakistan has been an ally to the US in our war on terrorism, I support immediate steps by the administration to ban all military sales to Pakistan and to re-impose Symington sanctions on Pakistan for assisting a foreign nuclear weapons programme,"" the New Jersey Congressman wrote recently in a letter to US Secretary of State Colin Powell. Pallone also asked Powell to advise US President George W Bush to publicly acknowledge Washington''s commitment to nonproliferation by re-imposing sanctions on Pakistan.Accusing Pakistan President Musharraf of not cracking down on crossborder terrorism, the co-founder of the Congressional India Caucus said the Bush Administration should review its foreign policy towards Pakistan to prevent further escalation of terrorist activity that could cause a threat to South Asian region and possibly the United States. Pallone, in his letter, cited reports that madrassas continue to exist in Pakistan, educating members of militant Islamic groups and that the Pakistani Inter-Services Intelligence Agency (ISI) - a group with known ties to both the Taliban and militant groups in Kashmir - was working to regroup and strengthen the Taliban in Pakistan.""Musharraf has not lived up to his promise to ensure that madrassas in his country would be eliminated in an effort to achieve an end to terrorism,"" Pallone said.""Pakistan cannot be exempted of its responsibility in colluding with North Korea over a nuclear weapons programme and in further promulgating terrorism through madrassas and assisting the Taliban,"" he said, adding ""the current situation with Pakistan poses a direct threat to our allies in Asia and to our safety in the US.""Urging the Bush administration to ""do more"" to pressure Pakistan to end ties with the Taliban, he said ""the US must approach the ISI with criticism.""""Given the pattern of Pakistan''s behaviour in the last few months, I urge you to reconsider giving any economic or military assistance to Pakistan,"" he added."	0
